customer_account_number,to_recipient_customer_account,old_balance,transaction_amount,new_balance,tp_recipient_customer_account_balance,transaction_time_in_ms,transaction_frequency,average_transaction_amount,account_age_days,method_of_transaction,transaction_currency,location_data,device_used,kyc_status,label_for_fraud,smurfing_indicator,previous_fraud_flag,transaction_id,timestamp,IFSC CODE,IP ADDRESS,MAC address,NARRATION,ECOMMERCE PLATFORM,,,,,,,,,,,,,,,,,,,
63457,64310,16136.44,38122.37,-21985.93,19855.71,870,5,2274.95,2352,2,INR,Uzbekistan,Mobile,PARTIAL,1,1,1,T00000377,05-04-2025 19:46,ICIC0000456,185.26.81.139,D0:A0:A3:69:EB:67,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
85738,15749,31959.49,5268.02,26691.47,89130.09,528,2,2458.42,303,1,INR,Uganda,POS,PARTIAL,0,1,0,T00000378,05-04-2025 19:46,ICIC0000456,118.129.50.221,9A:48:FD:38:71:62,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
12908,64036,111013.05,44277.85,66735.2,18531.06,561,9,2103.3,658,2,INR,Bulgaria,ATM,PARTIAL,1,0,1,T00000379,05-04-2025 19:47,SBIN0000234,154.106.144.245,A2:10:40:3A:3A:C0,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
65478,19003,138841.84,34405.78,104436.06,63875.55,738,7,-2561.19,1354,5,INR,Brazil,Desktop,PARTIAL,0,1,1,T00000380,05-04-2025 19:47,AXIS0000312,206.37.240.28,16:21:DF:2E:B1:9D,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
30033,75800,108952.79,7216.89,101735.9,89055.63,410,5,2228.37,2269,1,INR,Moldova,POS,PARTIAL,1,1,0,T00000381,05-04-2025 19:47,SBIN0001234,151.131.98.130,11:2B:EE:65:C6:1E,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
30033,30040,21726.98,28239.9,-6512.92,78786.5,864,4,-2784.26,2518,1,INR,Marshall Islands,Desktop,PARTIAL,0,1,1,T00000382,05-04-2025 19:47,ICIC0000889,251.239.61.211,3F:74:C7:B4:82:13,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
51461,48512,34392.94,21640.12,12752.82,81182.1,726,3,1020.92,1726,6,INR,Grenada,Laptop,NONE,0,1,0,T00000383,05-04-2025 19:47,AXIS0000312,231.24.250.102,16:E2:63:65:94:D4,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
32392,38588,142067.99,13657.95,128410.04,39052.96,421,5,2243.08,2212,5,INR,Dominican Republic,ATM,PARTIAL,1,0,1,T00000384,05-04-2025 19:47,AXIS0000312,161.129.224.111,9C:1B:A4:77:C0:5E,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
71631,61503,35739.65,10192.57,25547.08,13822.14,789,1,1557.88,1781,4,INR,Lebanon,Desktop,FULL,0,0,0,T00000385,05-04-2025 19:47,ICIC0000889,18.234.75.248,33:15:DE:F5:E0:4B,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
63457,13064,51695.45,4600.42,47095.03,45803.4,559,5,2976.73,2637,5,INR,Nepal,ATM,FULL,0,1,0,T00000386,05-04-2025 19:47,SBIN0000234,175.20.186.51,13:01:79:49:A3:61,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
71143,84812,75246.58,38694.87,36551.71,95046.79,770,8,-682.86,1886,7,INR,Morocco,Mobile,PARTIAL,0,0,0,T00000387,05-04-2025 19:47,ICIC0000456,196.185.132.105,01:29:21:93:30:21,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
84782,45442,126588.47,15994.64,110593.83,22815.31,559,8,-2403.91,1546,7,INR,Cayman Islands,ATM,NONE,0,1,1,T00000388,05-04-2025 19:47,SBIN0000234,69.213.67.55,93:01:C1:BC:29:58,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
71143,55697,22382.93,33205.74,-10822.81,54800.38,935,2,1841.43,1403,7,INR,Gabon,Tablet,PARTIAL,1,0,1,T00000389,05-04-2025 19:47,SBIN0001234,196.202.209.225,F3:DB:6B:DC:1B:68,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
66421,44836,11557.22,19468.54,-7911.32,19165.03,726,3,1326.26,2832,6,INR,Poland,Laptop,PARTIAL,0,1,1,T00000390,05-04-2025 19:47,SBIN0001234,81.41.192.93,89:A3:88:C9:86:BB,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
70762,18475,67483.08,25923.25,41559.83,82501.72,450,9,-2604.95,2662,2,INR,Latvia,POS,FULL,0,0,0,T00000391,05-04-2025 19:47,SBIN0000234,144.39.155.176,6C:E6:C4:19:D8:33,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
39828,55248,104016,25484.12,78531.88,33533.92,466,9,-2856.81,2465,0,INR,Ireland,Laptop,PARTIAL,1,1,0,T00000392,05-04-2025 19:47,ICIC0000889,11.33.160.4,04:6D:44:91:54:10,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
85738,52651,101454.75,37097,64357.75,63035.23,859,7,2540.69,1671,4,INR,Egypt,Mobile,NONE,1,1,0,T00000393,05-04-2025 19:47,ICIC0000456,142.175.202.234,CE:20:93:B1:47:41,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
64961,97623,26385.8,25042.73,1343.07,61632.4,738,10,-959.23,761,4,INR,Ireland,Desktop,PARTIAL,1,1,0,T00000394,05-04-2025 19:47,ICIC0000889,203.226.32.167,29:A4:84:71:50:8B,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
66421,85795,142379.71,30537.91,111841.8,15878.35,825,5,1015.84,2221,2,INR,Moldova,POS,NONE,1,0,0,T00000395,05-04-2025 19:47,ICIC0000456,104.200.59.111,9D:EE:1A:57:2F:63,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
88864,65472,21775.72,32011.76,-10236.04,22948.78,611,5,74.08,841,7,INR,United Kingdom,Mobile,NONE,0,1,0,T00000396,05-04-2025 19:47,SBIN0001234,171.110.239.147,A7:06:AC:22:F7:39,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
71143,45953,114174.68,27386.52,86788.16,14687.73,780,1,1406.07,1672,3,INR,Guadeloupe,POS,PARTIAL,0,1,0,T00000397,05-04-2025 19:47,ICIC0000889,237.101.46.241,8E:3E:4D:28:7C:0D,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
66421,86422,11139.68,14454.1,-3314.42,34038.56,709,9,-708.14,2648,7,INR,Poland,Desktop,PARTIAL,0,0,0,T00000398,05-04-2025 19:47,AXIS0000312,125.67.172.236,D9:49:88:67:11:64,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
65478,34903,146687.52,21054.24,125633.28,39166.89,833,3,2251.35,1258,4,INR,Malaysia,Tablet,FULL,1,0,1,T00000399,05-04-2025 19:47,HDFC0001234,21.115.89.22,DB:58:9C:02:D2:AE,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
15049,38829,59055.03,38973.95,20081.08,79886.4,812,8,-2415.56,2410,3,INR,Switzerland,Tablet,PARTIAL,0,0,1,T00000400,05-04-2025 19:47,ICIC0000456,125.43.131.7,53:5E:D3:6A:F1:EC,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
54376,21702,47960.47,31869.99,16090.48,90570.33,735,7,-2201.27,2150,1,INR,Slovenia,Laptop,PARTIAL,0,0,1,T00000401,05-04-2025 19:47,AXIS0000312,157.254.126.107,39:86:C0:1A:A3:5C,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
32392,86797,103522.35,4453.71,99068.64,85107.51,746,8,-552.53,2092,5,INR,Singapore,Laptop,NONE,1,0,0,T00000402,05-04-2025 19:47,SBIN0001234,219.236.0.249,47:BF:D1:BF:E1:DD,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
15049,34687,44389.37,47515.34,-3125.97,19834.9,591,8,120.08,2738,4,INR,Antarctica (the territory South of 60 deg S),ATM,PARTIAL,1,0,1,T00000403,05-04-2025 19:47,SBIN0001234,46.250.218.75,5A:56:73:40:71:69,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
60612,93941,88244.35,49101.28,39143.07,28982.34,588,2,1497.16,640,4,INR,Seychelles,Laptop,FULL,0,1,1,T00000404,05-04-2025 19:47,SBIN0000234,246.114.7.224,38:8A:51:75:E1:90,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
54376,37207,132100.42,22931.61,109168.81,65004.32,853,5,-2111.63,1918,7,INR,Antarctica (the territory South of 60 deg S),Desktop,NONE,0,0,0,T00000405,05-04-2025 19:47,SBIN0001234,171.155.166.217,45:6F:22:73:35:92,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
54376,71394,121679.55,18126.69,103552.86,92937.46,762,4,-229.03,2573,8,INR,Tokelau,ATM,PARTIAL,1,0,0,T00000406,05-04-2025 19:47,SBIN0001234,9.145.242.190,65:17:E3:27:AE:43,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
85738,34366,118377.44,2672.29,115705.15,23788.77,634,6,-2109.99,1463,8,INR,Croatia,POS,FULL,1,0,1,T00000407,05-04-2025 19:47,SBIN0000234,89.244.57.38,D3:E0:EB:29:EA:D4,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
85738,36648,117836.91,37531.3,80305.61,61743.9,733,10,2500.87,1590,6,INR,Tunisia,Laptop,FULL,1,1,0,T00000408,05-04-2025 19:47,SBIN0000234,38.17.99.26,BD:CC:8B:C2:D2:76,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
65478,38411,105365.29,47521.69,57843.6,23006.47,520,9,1507.48,573,3,INR,Rwanda,Laptop,NONE,1,0,0,T00000409,05-04-2025 19:48,AXIS0000312,57.18.13.60,C8:26:26:F5:87:BC,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
45961,79018,144324.45,47601.61,96722.84,15127.61,644,3,-135,2724,8,INR,Barbados,Laptop,FULL,0,1,0,T00000410,05-04-2025 19:48,ICIC0000456,147.68.253.134,FD:31:BB:6C:96:E9,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
65478,13921,46070.6,37343.67,8726.93,55595.49,494,4,907.68,2978,8,INR,Bermuda,Laptop,FULL,0,1,0,T00000411,05-04-2025 19:48,AXIS0000312,26.86.231.243,CD:57:35:B7:7C:91,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
31458,91463,19810,45458.05,-25648.05,61034.06,536,5,-136.77,2659,5,INR,Hong Kong,Tablet,NONE,1,1,0,T00000412,05-04-2025 19:48,ICIC0000889,116.139.243.71,91:E2:FE:33:74:6F,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
63964,54309,41856.3,46423.29,-4566.99,59567.67,812,6,-267.16,368,0,INR,Ghana,Mobile,PARTIAL,1,0,1,T00000413,05-04-2025 19:48,AXIS0000312,111.42.73.99,6D:85:8E:24:75:EB,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
65478,40306,142080.27,37269.81,104810.46,86014.8,798,1,-2647.73,2133,2,INR,Bhutan,POS,NONE,1,0,0,T00000414,05-04-2025 19:48,SBIN0000234,77.19.114.1,AE:15:D9:35:BE:7C,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
66421,16578,98150.7,29339.2,68811.5,89115.97,733,4,746.66,1991,6,INR,Saint Barthelemy,Desktop,NONE,0,0,1,T00000415,05-04-2025 19:48,SBIN0000234,45.247.155.196,41:1C:7D:8C:5A:12,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
64961,72561,82560.97,15405.58,67155.39,75819.52,890,6,-1302.7,2280,2,INR,Saint Lucia,ATM,PARTIAL,1,1,1,T00000416,05-04-2025 19:48,ICIC0000889,8.82.231.247,BF:33:F1:1D:43:B1,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
39828,77269,16143.89,30808.77,-14664.88,64947.21,655,6,-2233.8,136,7,INR,United Arab Emirates,Desktop,PARTIAL,0,1,1,T00000417,05-04-2025 19:48,AXIS0000312,118.131.113.8,4B:DE:A6:3C:A3:42,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
39828,40927,48805.12,44229.54,4575.58,95395.52,895,7,-2326.86,1866,1,INR,Timor-Leste,POS,PARTIAL,1,0,1,T00000418,05-04-2025 19:48,HDFC0001234,238.193.42.141,2C:99:83:FA:19:62,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
20437,14117,13346.13,14165.94,-819.81,92874.38,605,10,-2335.74,2480,3,INR,Barbados,Mobile,NONE,0,0,1,T00000419,05-04-2025 19:48,ICIC0000889,186.134.206.63,DE:9A:E6:B0:8B:87,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
63457,45188,105649.29,43366.19,62283.1,86587.39,999,7,1859.58,439,8,INR,China,Laptop,FULL,0,1,1,T00000420,05-04-2025 19:48,ICIC0000456,75.81.49.19,75:BC:60:F1:D9:13,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
31458,87171,72948.18,29334.47,43613.71,93043.22,604,3,-2217.97,260,7,INR,Gabon,Desktop,NONE,1,1,0,T00000421,05-04-2025 19:48,SBIN0000234,182.227.237.71,2A:61:06:50:8A:0C,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
66421,29571,61527.56,33742.32,27785.24,90567.06,572,3,-2298.52,1319,2,INR,Cayman Islands,ATM,NONE,1,0,0,T00000422,05-04-2025 19:48,ICIC0000889,220.206.124.135,F7:39:AC:4A:86:04,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
54376,53689,57412.61,27695.01,29717.6,96903.36,409,1,-984.64,189,8,INR,Bangladesh,Mobile,NONE,1,1,0,T00000423,05-04-2025 19:48,SBIN0000234,74.233.237.111,BB:BB:65:C4:67:1A,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
64961,68425,10787.4,17642.99,-6855.59,71130.14,893,6,2670.96,2800,2,INR,Cambodia,ATM,NONE,0,1,0,T00000424,05-04-2025 19:48,SBIN0000234,35.191.127.199,54:50:E1:70:3F:C8,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
39828,67058,50812.67,26006.52,24806.15,45535.13,622,10,728.38,2976,5,INR,Mexico,POS,PARTIAL,1,1,1,T00000425,05-04-2025 19:48,ICIC0000889,165.219.179.9,95:85:58:16:B6:A7,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
32392,85271,34235.89,31121.22,3114.67,27416.5,610,7,2583.72,2788,2,INR,Puerto Rico,Laptop,FULL,0,1,0,T00000426,05-04-2025 19:48,SBIN0001234,47.168.45.97,FF:4B:5A:6B:99:95,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
39828,76787,141838.36,49053.31,92785.05,34551.31,512,4,-2880.3,530,1,INR,Antigua and Barbuda,ATM,FULL,1,1,0,T00000427,05-04-2025 19:48,SBIN0000234,153.68.36.6,37:6F:4B:C6:48:EF,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
45961,70462,79451.57,21887.54,57564.03,76576.82,501,6,1254.1,2589,3,INR,Tonga,POS,FULL,1,1,0,T00000428,05-04-2025 19:48,SBIN0001234,176.215.154.125,43:06:43:0E:01:E7,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
32392,33385,11958.12,26279.13,-14321.01,29628.74,929,1,939.07,2804,1,INR,Madagascar,Tablet,FULL,1,1,1,T00000429,05-04-2025 19:48,ICIC0000889,30.35.68.27,F4:B3:25:1F:4D:83,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
20437,68131,36218.96,15157.46,21061.5,55805.07,731,5,-753.62,1364,8,INR,Mozambique,ATM,FULL,0,1,0,T00000430,05-04-2025 19:48,AXIS0000312,171.245.75.232,90:41:2B:4E:F6:FD,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
71143,29744,102782.11,21975.79,80806.32,15117.39,964,3,-1122.63,386,4,INR,Cameroon,Tablet,FULL,1,1,0,T00000431,05-04-2025 19:48,HDFC0001234,88.189.74.9,5A:C2:6D:17:57:28,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
71143,79657,126995.7,20714.61,106281.09,94935.85,890,4,-2274.95,334,5,INR,Lesotho,Laptop,FULL,0,0,1,T00000432,05-04-2025 19:48,HDFC0001234,253.178.11.17,96:58:D2:32:2B:5B,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
35651,72832,136906.02,41878.2,95027.82,78196.12,674,4,-2792.65,2384,3,INR,Morocco,Desktop,FULL,0,1,0,T00000433,05-04-2025 19:48,ICIC0000889,178.173.47.110,D4:BC:FA:8E:09:D7,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
65478,17046,72195.01,48104.48,24090.53,12529.31,797,2,436.36,2240,4,INR,Netherlands Antilles,Desktop,FULL,0,1,0,T00000434,05-04-2025 19:48,HDFC0001234,254.111.214.70,F0:83:00:B6:DB:B9,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
35651,39750,146590.53,42612.42,103978.11,20433.84,770,10,2090.55,2949,3,INR,Cuba,POS,PARTIAL,0,0,0,T00000435,05-04-2025 19:48,AXIS0000312,212.70.174.47,26:B3:05:EF:6C:88,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
51461,61874,30302.31,6684.53,23617.78,22117.16,986,1,-2749.02,823,5,INR,Cocos (Keeling) Islands,ATM,FULL,1,1,0,T00000436,05-04-2025 19:48,ICIC0000889,34.49.211.207,6D:C2:1E:C9:7F:34,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
31458,34014,53911.75,31081.57,22830.18,91169.33,651,5,-1172.7,2062,6,INR,Lithuania,Desktop,NONE,0,0,1,T00000437,05-04-2025 19:48,SBIN0000234,57.196.170.183,B4:4D:48:29:D6:6C,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
39828,13647,27291.71,11748.9,15542.81,86835.56,956,9,254.2,1986,1,INR,Svalbard & Jan Mayen Islands,Tablet,PARTIAL,0,1,1,T00000438,05-04-2025 19:48,SBIN0000234,107.193.214.100,0D:B8:C8:39:DE:43,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
45961,76159,136091.77,25214.1,110877.67,98847.82,913,1,1585.91,1335,8,INR,Haiti,Mobile,FULL,0,0,0,T00000439,05-04-2025 19:49,SBIN0001234,191.57.48.254,D5:1F:7F:15:45:AB,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
15049,23194,118761.14,44492.04,74269.1,99045.04,746,4,-2088.39,1900,5,INR,Bermuda,ATM,PARTIAL,0,1,0,T00000440,05-04-2025 19:49,SBIN0001234,161.51.211.76,FB:32:2A:07:49:35,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
54376,28511,60361.53,24730.77,35630.76,73660.68,800,1,230.19,2168,6,INR,Svalbard & Jan Mayen Islands,Mobile,FULL,0,1,1,T00000441,05-04-2025 19:49,AXIS0000312,198.162.37.43,5A:7B:96:D7:42:57,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
51551,87472,63942.76,26762.24,37180.52,31584.98,839,6,-400.31,2970,4,INR,Malaysia,Mobile,NONE,1,0,1,T00000442,05-04-2025 19:49,SBIN0000234,247.119.239.126,31:83:D7:6A:33:B6,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
32392,56460,123527.18,29703.67,93823.51,63755.41,973,9,-261.94,1472,7,INR,Lithuania,Laptop,NONE,0,1,0,T00000443,05-04-2025 19:49,ICIC0000889,107.145.196.177,D8:32:B3:82:BA:5E,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
51461,55995,146252.35,12064.83,134187.52,90127.8,904,10,1211.92,2045,4,INR,Morocco,POS,FULL,0,1,0,T00000444,05-04-2025 19:49,ICIC0000889,219.3.97.218,AC:AE:08:66:65:94,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
15049,17643,104133.59,5738.6,98394.99,48860.38,988,8,1203.14,2832,0,INR,British Indian Ocean Territory (Chagos Archipelago),Desktop,NONE,0,1,0,T00000445,05-04-2025 19:49,ICIC0000456,1.157.133.37,EA:26:02:56:A3:A4,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
43766,60433,83743.83,47991.1,35752.73,37029.48,473,5,-555.16,903,1,INR,Slovenia,ATM,PARTIAL,0,0,1,T00000446,05-04-2025 19:49,HDFC0001234,115.202.31.242,B8:1A:D1:5B:EF:43,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
63457,64287,51477.69,22941.96,28535.73,24891.04,960,5,-646.78,678,4,INR,Belarus,Laptop,NONE,1,1,0,T00000447,05-04-2025 19:49,SBIN0001234,142.52.125.156,A0:D3:6F:22:38:4D,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
12908,26336,25156.56,44032.35,-18875.79,30683.84,623,1,-732.52,1602,3,INR,Korea,Mobile,PARTIAL,0,0,1,T00000448,05-04-2025 19:49,AXIS0000312,28.178.68.136,57:AA:C9:16:5D:9C,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
71631,82448,11247.72,27363.71,-16115.99,37363.58,435,6,-2017.85,1596,2,INR,Anguilla,Tablet,FULL,1,0,0,T00000449,05-04-2025 19:49,AXIS0000312,150.84.46.50,8E:46:11:72:48:6B,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
63964,25877,104283.68,27337.35,76946.33,55639.1,520,4,-1651.26,1131,3,INR,Peru,Mobile,FULL,0,0,0,T00000450,05-04-2025 19:49,ICIC0000889,149.21.239.100,99:E7:0E:6C:14:55,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
64961,89609,100782.33,47017.11,53765.22,91395.29,999,4,-2057.9,2537,8,INR,Armenia,Tablet,NONE,0,0,0,T00000451,05-04-2025 19:49,HDFC0001234,250.174.153.143,D2:D0:55:4A:21:C8,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
35651,97366,50452.16,43777.47,6674.69,77169.74,786,7,-293.14,2211,6,INR,Palestinian Territory,Tablet,NONE,0,1,1,T00000452,05-04-2025 19:49,ICIC0000456,245.69.104.241,15:96:73:67:CB:7E,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
84782,81378,128388.13,11796.24,116591.89,87929.27,859,8,-1650.36,2234,7,INR,Slovakia (Slovak Republic),Tablet,FULL,1,1,0,T00000453,05-04-2025 19:49,SBIN0001234,40.247.149.117,B5:F6:9A:F4:06:24,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
45961,39232,18689.34,9040.15,9649.19,75885.49,633,1,1544.97,1013,3,INR,Cote d'Ivoire,POS,PARTIAL,1,1,1,T00000454,05-04-2025 19:49,ICIC0000456,109.165.249.122,24:68:8D:44:FE:B8,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
54376,49413,76553.63,31547,45006.63,47092.68,403,8,960.8,2283,3,INR,Antarctica (the territory South of 60 deg S),Laptop,PARTIAL,1,0,0,T00000455,05-04-2025 19:49,AXIS0000312,57.222.33.4,79:C6:45:55:46:DA,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
20437,88704,36587.32,36938.18,-350.86,51656.27,741,8,964.9,264,8,INR,Korea,Mobile,NONE,1,1,0,T00000456,05-04-2025 19:49,SBIN0001234,103.194.240.68,06:ED:3F:C7:B0:2B,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
12908,80376,58744.26,38824.26,19920,20646.43,847,4,1979.45,2487,1,INR,Argentina,Tablet,PARTIAL,1,1,1,T00000457,05-04-2025 19:49,ICIC0000889,199.121.149.170,0A:70:68:67:5A:D9,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
54376,72216,108023.62,30681.04,77342.58,74655.41,818,9,1312.52,956,7,INR,Cape Verde,Desktop,PARTIAL,0,0,0,T00000458,05-04-2025 19:49,HDFC0001234,86.56.44.252,DF:15:A2:F8:BF:23,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
64961,64907,48864.62,17978.01,30886.61,49178.17,566,8,269.61,2256,0,INR,Indonesia,ATM,NONE,0,0,1,T00000459,05-04-2025 19:49,HDFC0001234,239.154.34.159,0C:F5:88:06:F7:B0,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
71631,87717,119569.81,23087.36,96482.45,50383.44,789,4,-2405.29,1372,6,INR,Greece,Laptop,PARTIAL,0,1,1,T00000460,05-04-2025 19:49,SBIN0001234,83.110.73.27,B7:B5:16:96:CE:EB,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
63457,50469,115977.35,25648.18,90329.17,55826.6,497,1,-2978.95,1172,2,INR,Suriname,POS,FULL,1,0,1,T00000461,05-04-2025 19:49,ICIC0000456,30.43.126.240,9E:AA:92:A8:88:F5,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
12908,92447,52727.57,44606.09,8121.48,10692.59,823,1,-2867.56,687,3,INR,Bahamas,Laptop,NONE,1,1,1,T00000462,05-04-2025 19:49,HDFC0001234,250.121.31.157,C2:C9:DE:72:CA:62,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
71143,53052,48436.19,1466.56,46969.63,37884.22,653,4,-1502.01,262,4,INR,Tokelau,Mobile,NONE,1,0,1,T00000463,05-04-2025 19:49,SBIN0001234,172.95.196.152,9B:F2:FD:6A:BB:2F,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
65478,74534,94927.09,20337.72,74589.37,76083.38,947,9,2113.74,111,4,INR,Congo,Tablet,PARTIAL,0,0,0,T00000464,05-04-2025 19:49,ICIC0000456,217.220.84.31,C6:75:FB:17:B1:F8,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
64961,31727,23639.85,21311.03,2328.82,52866.73,828,7,-2621.01,301,7,INR,Isle of Man,Mobile,FULL,1,0,0,T00000465,05-04-2025 19:49,HDFC0001234,67.80.252.142,59:AD:1E:5F:EE:30,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
60612,12780,94438.13,24326.35,70111.78,29671.92,400,9,-743.8,1176,4,INR,Portugal,ATM,FULL,0,1,0,T00000466,05-04-2025 19:49,ICIC0000889,177.126.218.199,DF:3D:56:9F:54:97,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
71631,14122,25982.9,38158.43,-12175.53,96565.4,553,3,-1195.32,459,3,INR,Indonesia,Desktop,NONE,1,1,1,T00000467,05-04-2025 19:49,HDFC0001234,137.183.110.46,C3:AC:A3:6C:3D:0A,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
32392,25873,55953.37,38493.4,17459.97,66139.32,932,7,-556.57,2782,6,INR,Fiji,ATM,FULL,1,0,0,T00000468,05-04-2025 19:49,AXIS0000312,239.65.199.34,BD:59:4E:83:6D:3A,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
54376,78395,67302.34,24456.91,42845.43,42051.12,717,7,2595.18,2620,2,INR,Antarctica (the territory South of 60 deg S),ATM,NONE,0,1,1,T00000469,05-04-2025 19:50,ICIC0000889,123.3.214.243,26:63:72:D5:AC:31,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
15049,13256,25688.27,22498.79,3189.48,99932.1,773,9,1381.94,1859,1,INR,Cocos (Keeling) Islands,Desktop,FULL,0,1,1,T00000470,05-04-2025 19:50,SBIN0000234,179.16.42.22,2E:57:10:8F:44:45,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
